from,to,trips,DAY_TYPE,TIME_PER_HOUR
1,1,36619,WEEKDAY,0
1,3,88,WEEKDAY,0
1,5,77,WEEKDAY,0
1,6,132,WEEKDAY,0
1,10,44,WEEKDAY,0
1,11,66,WEEKDAY,0
1,12,143,WEEKDAY,0
1,13,44,WEEKDAY,0
1,16,594,WEEKDAY,0
1,17,231,WEEKDAY,0
1,19,55,WEEKDAY,0
1,20,1386,WEEKDAY,0
1,21,8206,WEEKDAY,0
1,23,3454,WEEKDAY,0
1,25,1078,WEEKDAY,0
1,26,22,WEEKDAY,0
1,28,22,WEEKDAY,0
1,29,11,WEEKDAY,0
1,32,22,WEEKDAY,0
1,33,836,WEEKDAY,0
1,34,176,WEEKDAY,0
1,36,583,WEEKDAY,0
1,41,44,WEEKDAY,0
1,45,22,WEEKDAY,0
1,48,44,WEEKDAY,0
1,53,110,WEEKDAY,0
2,1,22,WEEKDAY,0
2,2,53811,WEEKDAY,0
2,3,33,WEEKDAY,0
2,4,5368,WEEKDAY,0
2,5,814,WEEKDAY,0
2,6,11,WEEKDAY,0
2,9,14434,WEEKDAY,0
2,10,77,WEEKDAY,0
2,18,44,WEEKDAY,0
2,22,220,WEEKDAY,0
2,23,297,WEEKDAY,0
2,25,132,WEEKDAY,0
2,30,5181,WEEKDAY,0
2,34,1815,WEEKDAY,0
2,36,88,WEEKDAY,0
2,41,11,WEEKDAY,0
2,44,2695,WEEKDAY,0
2,47,4598,WEEKDAY,0
3,1,88,WEEKDAY,0
3,2,495,WEEKDAY,0
3,3,49027,WEEKDAY,0
3,4,110,WEEKDAY,0
3,5,682,WEEKDAY,0
3,6,22,WEEKDAY,0
3,7,11,WEEKDAY,0
3,9,44,WEEKDAY,0
3,10,3718,WEEKDAY,0
3,11,2563,WEEKDAY,0
3,12,341,WEEKDAY,0
3,17,1485,WEEKDAY,0
3,18,11,WEEKDAY,0
3,19,242,WEEKDAY,0
3,20,253,WEEKDAY,0
3,21,462,WEEKDAY,0
3,23,660,WEEKDAY,0
3,25,11,WEEKDAY,0
3,26,935,WEEKDAY,0
3,28,11,WEEKDAY,0
3,29,363,WEEKDAY,0
3,30,121,WEEKDAY,0
3,32,627,WEEKDAY,0
3,33,737,WEEKDAY,0
3,34,1958,WEEKDAY,0
3,37,440,WEEKDAY,0
3,41,10747,WEEKDAY,0
3,42,385,WEEKDAY,0
3,44,671,WEEKDAY,0
3,45,2937,WEEKDAY,0
3,47,33,WEEKDAY,0
3,48,297,WEEKDAY,0
3,50,671,WEEKDAY,0
3,51,2024,WEEKDAY,0
3,52,275,WEEKDAY,0
3,53,1419,WEEKDAY,0
3,54,1991,WEEKDAY,0
4,2,1716,WEEKDAY,0
4,3,22,WEEKDAY,0
4,4,60456,WEEKDAY,0
4,5,539,WEEKDAY,0
4,9,15004,WEEKDAY,0
4,12,231,WEEKDAY,0
4,18,11,WEEKDAY,0
4,25,990,WEEKDAY,0
4,26,77,WEEKDAY,0
4,28,11,WEEKDAY,0
4,29,44,WEEKDAY,0
4,30,3168,WEEKDAY,0
4,32,55,WEEKDAY,0
4,34,220,WEEKDAY,0
4,36,253,WEEKDAY,0
4,41,66,WEEKDAY,0
4,44,121,WEEKDAY,0
4,45,11,WEEKDAY,0
4,47,847,WEEKDAY,0
4,50,44,WEEKDAY,0
4,53,473,WEEKDAY,0
5,1,858,WEEKDAY,0
5,2,19866,WEEKDAY,0
5,3,418,WEEKDAY,0
5,4,2299,WEEKDAY,0
5,5,13618,WEEKDAY,0
5,6,429,WEEKDAY,0
5,9,3091,WEEKDAY,0
5,10,3047,WEEKDAY,0
5,11,957,WEEKDAY,0
5,12,792,WEEKDAY,0
5,17,22,WEEKDAY,0
5,18,11,WEEKDAY,0
5,20,143,WEEKDAY,0
5,21,462,WEEKDAY,0
5,22,11,WEEKDAY,0
5,23,1133,WEEKDAY,0
5,25,319,WEEKDAY,0
5,26,44,WEEKDAY,0
5,28,44,WEEKDAY,0
5,29,121,WEEKDAY,0
5,30,1826,WEEKDAY,0
5,32,33,WEEKDAY,0
5,33,506,WEEKDAY,0
5,34,1122,WEEKDAY,0
5,36,44,WEEKDAY,0
5,41,2365,WEEKDAY,0
5,44,2090,WEEKDAY,0
5,45,176,WEEKDAY,0
5,47,638,WEEKDAY,0
5,50,341,WEEKDAY,0
5,51,44,WEEKDAY,0
5,52,11,WEEKDAY,0
5,53,495,WEEKDAY,0
5,54,44,WEEKDAY,0
5,56,55,WEEKDAY,0
6,1,770,WEEKDAY,0
6,3,11,WEEKDAY,0
6,4,77,WEEKDAY,0
6,5,11,WEEKDAY,0
6,6,11,WEEKDAY,0
6,9,957,WEEKDAY,0
6,16,176,WEEKDAY,0
6,17,165,WEEKDAY,0
6,19,22,WEEKDAY,0
6,20,132,WEEKDAY,0
6,21,1386,WEEKDAY,0
6,23,264,WEEKDAY,0
6,25,319,WEEKDAY,0
6,33,363,WEEKDAY,0
6,36,132,WEEKDAY,0
6,41,66,WEEKDAY,0
6,47,1760,WEEKDAY,0
6,50,11,WEEKDAY,0
7,1,946,WEEKDAY,0
7,7,9020,WEEKDAY,0
7,11,1210,WEEKDAY,0
7,13,22352,WEEKDAY,0
7,14,528,WEEKDAY,0
7,15,297,WEEKDAY,0
7,16,1826,WEEKDAY,0
7,17,5665,WEEKDAY,0
7,19,11297,WEEKDAY,0
7,20,682,WEEKDAY,0
7,21,517,WEEKDAY,0
7,23,33,WEEKDAY,0
7,25,5027,WEEKDAY,0
7,26,55,WEEKDAY,0
7,29,22,WEEKDAY,0
7,30,2211,WEEKDAY,0
7,33,2343,WEEKDAY,0
7,36,110,WEEKDAY,0
7,37,110,WEEKDAY,0
7,40,539,WEEKDAY,0
7,48,34452,WEEKDAY,0
7,50,11,WEEKDAY,0
7,52,22,WEEKDAY,0
9,2,575,WEEKDAY,0
9,4,7821,WEEKDAY,0
9,6,11,WEEKDAY,0
9,9,100244,WEEKDAY,0
9,24,814,WEEKDAY,0
9,30,1694,WEEKDAY,0
9,47,1188,WEEKDAY,0
9,56,11,WEEKDAY,0
10,1,132,WEEKDAY,0
10,2,3586,WEEKDAY,0
10,3,935,WEEKDAY,0
10,4,187,WEEKDAY,0
10,5,1551,WEEKDAY,0
10,9,154,WEEKDAY,0
10,10,28281,WEEKDAY,0
10,11,495,WEEKDAY,0
10,12,99,WEEKDAY,0
10,17,44,WEEKDAY,0
10,18,22,WEEKDAY,0
10,20,55,WEEKDAY,0
10,21,132,WEEKDAY,0
10,23,297,WEEKDAY,0
10,29,88,WEEKDAY,0
10,33,22,WEEKDAY,0
10,34,9790,WEEKDAY,0
10,41,3157,WEEKDAY,0
10,44,3696,WEEKDAY,0
10,45,165,WEEKDAY,0
10,50,11,WEEKDAY,0
10,51,22,WEEKDAY,0
10,53,11,WEEKDAY,0
10,54,77,WEEKDAY,0
11,1,154,WEEKDAY,0
11,2,165,WEEKDAY,0
11,3,2728,WEEKDAY,0
11,5,231,WEEKDAY,0
11,7,99,WEEKDAY,0
11,9,264,WEEKDAY,0
11,10,33,WEEKDAY,0
11,11,52052,WEEKDAY,0
11,12,1870,WEEKDAY,0
11,13,902,WEEKDAY,0
11,14,33,WEEKDAY,0
11,17,33124,WEEKDAY,0
11,19,1551,WEEKDAY,0
11,20,5335,WEEKDAY,0
11,21,1529,WEEKDAY,0
11,23,6908,WEEKDAY,0
11,25,22,WEEKDAY,0
11,26,2222,WEEKDAY,0
11,28,110,WEEKDAY,0
11,29,55,WEEKDAY,0
11,32,22,WEEKDAY,0
11,33,9867,WEEKDAY,0
11,34,209,WEEKDAY,0
11,37,7304,WEEKDAY,0
11,40,1078,WEEKDAY,0
11,41,286,WEEKDAY,0
11,45,11253,WEEKDAY,0
11,48,4345,WEEKDAY,0
11,50,77,WEEKDAY,0
11,51,2002,WEEKDAY,0
11,52,33,WEEKDAY,0
11,53,1144,WEEKDAY,0
11,54,583,WEEKDAY,0
12,1,2013,WEEKDAY,0
12,2,165,WEEKDAY,0
12,3,1100,WEEKDAY,0
12,4,1122,WEEKDAY,0
12,5,88,WEEKDAY,0
12,6,121,WEEKDAY,0
12,9,66,WEEKDAY,0
12,10,77,WEEKDAY,0
12,11,715,WEEKDAY,0
12,12,14443,WEEKDAY,0
12,13,33,WEEKDAY,0
12,16,264,WEEKDAY,0
12,17,385,WEEKDAY,0
12,19,11,WEEKDAY,0
12,20,66,WEEKDAY,0
12,21,1881,WEEKDAY,0
12,23,5621,WEEKDAY,0
12,25,473,WEEKDAY,0
12,26,231,WEEKDAY,0
12,28,143,WEEKDAY,0
12,29,616,WEEKDAY,0
12,30,99,WEEKDAY,0
12,32,99,WEEKDAY,0
12,33,121,WEEKDAY,0
12,36,286,WEEKDAY,0
12,37,44,WEEKDAY,0
12,41,462,WEEKDAY,0
12,42,11,WEEKDAY,0
12,44,11,WEEKDAY,0
12,45,2156,WEEKDAY,0
12,48,66,WEEKDAY,0
12,50,187,WEEKDAY,0
12,51,121,WEEKDAY,0
12,52,154,WEEKDAY,0
12,53,2948,WEEKDAY,0
12,54,165,WEEKDAY,0
13,1,627,WEEKDAY,0
13,7,3102,WEEKDAY,0
13,11,242,WEEKDAY,0
13,12,253,WEEKDAY,0
13,13,83501,WEEKDAY,0
13,15,22,WEEKDAY,0
13,17,2728,WEEKDAY,0
13,19,2937,WEEKDAY,0
13,20,1221,WEEKDAY,0
13,23,33,WEEKDAY,0
13,25,297,WEEKDAY,0
13,33,2365,WEEKDAY,0
13,40,737,WEEKDAY,0
13,45,88,WEEKDAY,0
13,48,9111,WEEKDAY,0
14,13,803,WEEKDAY,0
14,14,110,WEEKDAY,0
14,19,550,WEEKDAY,0
14,30,198,WEEKDAY,0
14,33,88,WEEKDAY,0
14,40,374,WEEKDAY,0
15,7,77,WEEKDAY,0
15,15,22,WEEKDAY,0
15,16,55,WEEKDAY,0
15,19,1386,WEEKDAY,0
15,20,22,WEEKDAY,0
15,25,869,WEEKDAY,0
15,30,462,WEEKDAY,0
15,33,319,WEEKDAY,0
15,40,363,WEEKDAY,0
16,3,22,WEEKDAY,0
16,16,28886,WEEKDAY,0
16,21,44,WEEKDAY,0
16,25,4433,WEEKDAY,0
16,30,12859,WEEKDAY,0
17,1,77,WEEKDAY,0
17,2,11,WEEKDAY,0
17,3,429,WEEKDAY,0
17,7,1529,WEEKDAY,0
17,10,44,WEEKDAY,0
17,11,10406,WEEKDAY,0
17,12,330,WEEKDAY,0
17,13,5302,WEEKDAY,0
17,14,792,WEEKDAY,0
17,17,142595,WEEKDAY,0
17,20,682,WEEKDAY,0
17,21,1001,WEEKDAY,0
17,23,1991,WEEKDAY,0
17,26,396,WEEKDAY,0
17,28,33,WEEKDAY,0
17,29,66,WEEKDAY,0
17,32,44,WEEKDAY,0
17,34,110,WEEKDAY,0
17,37,1771,WEEKDAY,0
17,41,44,WEEKDAY,0
17,45,1859,WEEKDAY,0
17,48,21571,WEEKDAY,0
17,50,11,WEEKDAY,0
17,51,418,WEEKDAY,0
17,52,22,WEEKDAY,0
17,53,55,WEEKDAY,0
17,54,110,WEEKDAY,0
18,34,22,WEEKDAY,0
18,44,275,WEEKDAY,0
19,1,154,WEEKDAY,0
19,7,319,WEEKDAY,0
19,11,66,WEEKDAY,0
19,13,1144,WEEKDAY,0
19,15,418,WEEKDAY,0
19,16,682,WEEKDAY,0
19,17,165,WEEKDAY,0
19,19,51579,WEEKDAY,0
19,20,737,WEEKDAY,0
19,21,473,WEEKDAY,0
19,25,2673,WEEKDAY,0
19,30,1771,WEEKDAY,0
19,33,14102,WEEKDAY,0
19,36,99,WEEKDAY,0
19,37,11,WEEKDAY,0
19,40,14498,WEEKDAY,0
19,45,22,WEEKDAY,0
19,48,1111,WEEKDAY,0
20,1,1628,WEEKDAY,0
20,10,33,WEEKDAY,0
20,11,308,WEEKDAY,0
20,12,88,WEEKDAY,0
20,13,1441,WEEKDAY,0
20,14,33,WEEKDAY,0
20,15,77,WEEKDAY,0
20,17,462,WEEKDAY,0
20,19,4807,WEEKDAY,0
20,20,41217,WEEKDAY,0
20,21,7524,WEEKDAY,0
20,23,1914,WEEKDAY,0
20,25,1910,WEEKDAY,0
20,26,55,WEEKDAY,0
20,29,11,WEEKDAY,0
20,33,21824,WEEKDAY,0
20,37,99,WEEKDAY,0
20,40,2035,WEEKDAY,0
20,45,990,WEEKDAY,0
20,48,759,WEEKDAY,0
20,50,44,WEEKDAY,0
21,1,4829,WEEKDAY,0
21,3,22,WEEKDAY,0
21,5,66,WEEKDAY,0
21,6,66,WEEKDAY,0
21,11,55,WEEKDAY,0
21,12,165,WEEKDAY,0
21,13,209,WEEKDAY,0
21,16,220,WEEKDAY,0
21,17,11,WEEKDAY,0
21,19,1617,WEEKDAY,0
21,20,10010,WEEKDAY,0
21,21,103367,WEEKDAY,0
21,23,1078,WEEKDAY,0
21,25,5203,WEEKDAY,0
21,26,44,WEEKDAY,0
21,33,11869,WEEKDAY,0
21,36,132,WEEKDAY,0
21,40,132,WEEKDAY,0
21,41,55,WEEKDAY,0
21,45,33,WEEKDAY,0
21,51,22,WEEKDAY,0
21,53,44,WEEKDAY,0
21,54,55,WEEKDAY,0
22,1,11,WEEKDAY,0
22,2,33,WEEKDAY,0
22,4,99,WEEKDAY,0
22,9,198,WEEKDAY,0
22,22,253,WEEKDAY,0
22,23,55,WEEKDAY,0
22,30,308,WEEKDAY,0
22,44,33,WEEKDAY,0
23,1,2222,WEEKDAY,0
23,2,121,WEEKDAY,0
23,3,374,WEEKDAY,0
23,6,33,WEEKDAY,0
23,10,99,WEEKDAY,0
23,11,2046,WEEKDAY,0
23,12,5907,WEEKDAY,0
23,17,594,WEEKDAY,0
23,19,671,WEEKDAY,0
23,20,4598,WEEKDAY,0
23,21,1012,WEEKDAY,0
23,23,59114,WEEKDAY,0
23,25,22,WEEKDAY,0
23,26,187,WEEKDAY,0
23,29,253,WEEKDAY,0
23,32,22,WEEKDAY,0
23,33,4972,WEEKDAY,0
23,34,143,WEEKDAY,0
23,37,22,WEEKDAY,0
23,40,407,WEEKDAY,0
23,41,517,WEEKDAY,0
23,45,2024,WEEKDAY,0
23,48,187,WEEKDAY,0
23,50,165,WEEKDAY,0
23,51,110,WEEKDAY,0
23,52,110,WEEKDAY,0
23,53,308,WEEKDAY,0
23,54,11,WEEKDAY,0
24,9,154,WEEKDAY,0
24,24,3432,WEEKDAY,0
24,44,8789,WEEKDAY,0
25,15,22,WEEKDAY,0
25,16,20757,WEEKDAY,0
25,19,1199,WEEKDAY,0
25,20,121,WEEKDAY,0
25,21,1188,WEEKDAY,0
25,25,199838,WEEKDAY,0
25,30,9889,WEEKDAY,0
25,33,198,WEEKDAY,0
25,36,2937,WEEKDAY,0
25,40,737,WEEKDAY,0
25,48,1166,WEEKDAY,0
26,1,924,WEEKDAY,0
26,2,165,WEEKDAY,0
26,3,13530,WEEKDAY,0
26,5,231,WEEKDAY,0
26,6,22,WEEKDAY,0
26,7,154,WEEKDAY,0
26,9,33,WEEKDAY,0
26,10,1353,WEEKDAY,0
26,11,7546,WEEKDAY,0
26,12,2761,WEEKDAY,0
26,13,385,WEEKDAY,0
26,16,286,WEEKDAY,0
26,17,3575,WEEKDAY,0
26,19,110,WEEKDAY,0
26,20,1342,WEEKDAY,0
26,21,803,WEEKDAY,0
26,23,2695,WEEKDAY,0
26,25,154,WEEKDAY,0
26,26,6285,WEEKDAY,0
26,28,110,WEEKDAY,0
26,29,1331,WEEKDAY,0
26,30,209,WEEKDAY,0
26,32,1375,WEEKDAY,0
26,33,550,WEEKDAY,0
26,34,2233,WEEKDAY,0
26,36,99,WEEKDAY,0
26,37,3256,WEEKDAY,0
26,40,66,WEEKDAY,0
26,41,4235,WEEKDAY,0
26,44,2035,WEEKDAY,0
26,45,9680,WEEKDAY,0
26,48,1903,WEEKDAY,0
26,50,286,WEEKDAY,0
26,51,4917,WEEKDAY,0
26,52,913,WEEKDAY,0
26,53,2981,WEEKDAY,0
26,54,1496,WEEKDAY,0
28,1,748,WEEKDAY,0
28,2,198,WEEKDAY,0
28,3,1100,WEEKDAY,0
28,4,187,WEEKDAY,0
28,5,550,WEEKDAY,0
28,6,11,WEEKDAY,0
28,9,495,WEEKDAY,0
28,10,11,WEEKDAY,0
28,12,2728,WEEKDAY,0
28,13,11,WEEKDAY,0
28,16,176,WEEKDAY,0
28,17,11,WEEKDAY,0
28,21,176,WEEKDAY,0
28,23,539,WEEKDAY,0
28,25,88,WEEKDAY,0
28,26,77,WEEKDAY,0
28,28,264,WEEKDAY,0
28,29,704,WEEKDAY,0
28,30,407,WEEKDAY,0
28,32,121,WEEKDAY,0
28,36,77,WEEKDAY,0
28,41,22,WEEKDAY,0
28,47,77,WEEKDAY,0
28,48,44,WEEKDAY,0
28,50,539,WEEKDAY,0
28,51,77,WEEKDAY,0
28,52,66,WEEKDAY,0
28,54,132,WEEKDAY,0
28,56,22,WEEKDAY,0
29,1,1397,WEEKDAY,0
29,2,462,WEEKDAY,0
29,3,5819,WEEKDAY,0
29,4,1980,WEEKDAY,0
29,5,759,WEEKDAY,0
29,6,44,WEEKDAY,0
29,7,11,WEEKDAY,0
29,9,719,WEEKDAY,0
29,10,1210,WEEKDAY,0
29,11,1199,WEEKDAY,0
29,12,4389,WEEKDAY,0
29,13,209,WEEKDAY,0
29,16,506,WEEKDAY,0
29,17,2442,WEEKDAY,0
29,19,209,WEEKDAY,0
29,20,594,WEEKDAY,0
29,21,1001,WEEKDAY,0
29,23,2387,WEEKDAY,0
29,25,176,WEEKDAY,0
29,26,836,WEEKDAY,0
29,28,990,WEEKDAY,0
29,29,1496,WEEKDAY,0
29,30,363,WEEKDAY,0
29,32,2618,WEEKDAY,0
29,33,209,WEEKDAY,0
29,34,330,WEEKDAY,0
29,36,143,WEEKDAY,0
29,37,385,WEEKDAY,0
29,40,77,WEEKDAY,0
29,41,2387,WEEKDAY,0
29,42,22,WEEKDAY,0
29,44,352,WEEKDAY,0
29,45,2607,WEEKDAY,0
29,48,1375,WEEKDAY,0
29,50,979,WEEKDAY,0
29,51,814,WEEKDAY,0
29,52,385,WEEKDAY,0
29,53,1595,WEEKDAY,0
29,54,704,WEEKDAY,0
30,2,396,WEEKDAY,0
30,4,814,WEEKDAY,0
30,5,154,WEEKDAY,0
30,12,209,WEEKDAY,0
30,16,2431,WEEKDAY,0
30,25,1595,WEEKDAY,0
30,30,249293,WEEKDAY,0
30,34,1573,WEEKDAY,0
30,45,11,WEEKDAY,0
30,47,5764,WEEKDAY,0
30,53,1980,WEEKDAY,0
30,56,82819,WEEKDAY,0
32,1,1045,WEEKDAY,0
32,2,330,WEEKDAY,0
32,3,4917,WEEKDAY,0
32,4,33,WEEKDAY,0
32,5,1100,WEEKDAY,0
32,6,66,WEEKDAY,0
32,7,66,WEEKDAY,0
32,9,22,WEEKDAY,0
32,10,924,WEEKDAY,0
32,11,2585,WEEKDAY,0
32,12,3036,WEEKDAY,0
32,13,319,WEEKDAY,0
32,16,209,WEEKDAY,0
32,17,2222,WEEKDAY,0
32,19,363,WEEKDAY,0
32,20,1287,WEEKDAY,0
32,21,1221,WEEKDAY,0
32,23,1298,WEEKDAY,0
32,25,44,WEEKDAY,0
32,26,968,WEEKDAY,0
32,28,209,WEEKDAY,0
32,29,1100,WEEKDAY,0
32,32,539,WEEKDAY,0
32,33,1232,WEEKDAY,0
32,34,154,WEEKDAY,0
32,36,77,WEEKDAY,0
32,37,1177,WEEKDAY,0
32,40,44,WEEKDAY,0
32,41,1738,WEEKDAY,0
32,44,473,WEEKDAY,0
32,45,5610,WEEKDAY,0
32,48,649,WEEKDAY,0
32,50,473,WEEKDAY,0
32,51,858,WEEKDAY,0
32,52,748,WEEKDAY,0
32,53,3300,WEEKDAY,0
32,54,748,WEEKDAY,0
33,1,572,WEEKDAY,0
33,3,11,WEEKDAY,0
33,11,2266,WEEKDAY,0
33,13,3146,WEEKDAY,0
33,14,209,WEEKDAY,0
33,17,3806,WEEKDAY,0
33,19,12386,WEEKDAY,0
33,20,5467,WEEKDAY,0
33,21,2508,WEEKDAY,0
33,23,33,WEEKDAY,0
33,25,616,WEEKDAY,0
33,26,33,WEEKDAY,0
33,33,85976,WEEKDAY,0
33,37,22,WEEKDAY,0
33,40,4521,WEEKDAY,0
33,45,198,WEEKDAY,0
33,48,528,WEEKDAY,0
33,51,11,WEEKDAY,0
34,1,33,WEEKDAY,0
34,2,3696,WEEKDAY,0
34,3,935,WEEKDAY,0
34,4,671,WEEKDAY,0
34,5,44,WEEKDAY,0
34,6,22,WEEKDAY,0
34,9,506,WEEKDAY,0
34,10,5148,WEEKDAY,0
34,11,165,WEEKDAY,0
34,17,242,WEEKDAY,0
34,18,220,WEEKDAY,0
34,22,594,WEEKDAY,0
34,23,77,WEEKDAY,0
34,30,1386,WEEKDAY,0
34,34,50512,WEEKDAY,0
34,39,11,WEEKDAY,0
34,41,495,WEEKDAY,0
34,44,30162,WEEKDAY,0
34,45,143,WEEKDAY,0
34,47,33,WEEKDAY,0
34,51,44,WEEKDAY,0
34,54,11,WEEKDAY,0
34,56,22,WEEKDAY,0
36,16,1705,WEEKDAY,0
36,21,154,WEEKDAY,0
36,25,649,WEEKDAY,0
36,30,1716,WEEKDAY,0
36,36,88,WEEKDAY,0
37,3,275,WEEKDAY,0
37,5,22,WEEKDAY,0
37,7,99,WEEKDAY,0
37,10,77,WEEKDAY,0
37,11,1617,WEEKDAY,0
37,12,143,WEEKDAY,0
37,13,440,WEEKDAY,0
37,17,9482,WEEKDAY,0
37,19,121,WEEKDAY,0
37,20,319,WEEKDAY,0
37,21,22,WEEKDAY,0
37,23,198,WEEKDAY,0
37,26,330,WEEKDAY,0
37,29,44,WEEKDAY,0
37,32,220,WEEKDAY,0
37,33,143,WEEKDAY,0
37,34,33,WEEKDAY,0
37,37,3201,WEEKDAY,0
37,40,66,WEEKDAY,0
37,41,22,WEEKDAY,0
37,44,11,WEEKDAY,0
37,45,1232,WEEKDAY,0
37,48,1111,WEEKDAY,0
37,50,33,WEEKDAY,0
37,51,66,WEEKDAY,0
37,52,44,WEEKDAY,0
37,53,77,WEEKDAY,0
37,54,33,WEEKDAY,0
39,10,22,WEEKDAY,0
39,34,121,WEEKDAY,0
39,39,154,WEEKDAY,0
39,44,1342,WEEKDAY,0
40,7,484,WEEKDAY,0
40,13,3817,WEEKDAY,0
40,17,198,WEEKDAY,0
40,19,4378,WEEKDAY,0
40,20,385,WEEKDAY,0
40,33,1045,WEEKDAY,0
40,40,35593,WEEKDAY,0
40,48,1463,WEEKDAY,0
41,1,99,WEEKDAY,0
41,2,1133,WEEKDAY,0
41,3,8822,WEEKDAY,0
41,4,44,WEEKDAY,0
41,5,946,WEEKDAY,0
41,6,121,WEEKDAY,0
41,9,11,WEEKDAY,0
41,10,14487,WEEKDAY,0
41,11,462,WEEKDAY,0
41,12,473,WEEKDAY,0
41,17,781,WEEKDAY,0
41,18,11,WEEKDAY,0
41,20,55,WEEKDAY,0
41,23,286,WEEKDAY,0
41,26,132,WEEKDAY,0
41,28,11,WEEKDAY,0
41,29,220,WEEKDAY,0
41,30,264,WEEKDAY,0
41,32,44,WEEKDAY,0
41,33,220,WEEKDAY,0
41,34,3212,WEEKDAY,0
41,37,22,WEEKDAY,0
41,41,27060,WEEKDAY,0
41,44,1397,WEEKDAY,0
41,45,506,WEEKDAY,0
41,47,66,WEEKDAY,0
41,48,77,WEEKDAY,0
41,50,165,WEEKDAY,0
41,51,220,WEEKDAY,0
41,52,11,WEEKDAY,0
41,53,253,WEEKDAY,0
41,54,561,WEEKDAY,0
42,1,11,WEEKDAY,0
42,19,22,WEEKDAY,0
42,25,22,WEEKDAY,0
43,39,99,WEEKDAY,0
43,43,605,WEEKDAY,0
43,44,594,WEEKDAY,0
44,1,22,WEEKDAY,0
44,2,1782,WEEKDAY,0
44,3,330,WEEKDAY,0
44,4,374,WEEKDAY,0
44,5,88,WEEKDAY,0
44,6,66,WEEKDAY,0
44,9,363,WEEKDAY,0
44,10,1771,WEEKDAY,0
44,11,253,WEEKDAY,0
44,12,11,WEEKDAY,0
44,17,154,WEEKDAY,0
44,18,209,WEEKDAY,0
44,23,319,WEEKDAY,0
44,24,5489,WEEKDAY,0
44,30,418,WEEKDAY,0
44,34,13002,WEEKDAY,0
44,39,143,WEEKDAY,0
44,41,110,WEEKDAY,0
44,44,182974,WEEKDAY,0
45,1,902,WEEKDAY,0
45,2,363,WEEKDAY,0
45,3,3619,WEEKDAY,0
45,5,231,WEEKDAY,0
45,7,77,WEEKDAY,0
45,9,407,WEEKDAY,0
45,10,330,WEEKDAY,0
45,11,21428,WEEKDAY,0
45,12,9790,WEEKDAY,0
45,13,308,WEEKDAY,0
45,17,5060,WEEKDAY,0
45,19,1122,WEEKDAY,0
45,20,3575,WEEKDAY,0
45,21,1452,WEEKDAY,0
45,23,6292,WEEKDAY,0
45,25,495,WEEKDAY,0
45,26,2013,WEEKDAY,0
45,28,154,WEEKDAY,0
45,29,231,WEEKDAY,0
45,32,253,WEEKDAY,0
45,33,4389,WEEKDAY,0
45,34,319,WEEKDAY,0
45,37,1485,WEEKDAY,0
45,40,66,WEEKDAY,0
45,41,561,WEEKDAY,0
45,45,26312,WEEKDAY,0
45,48,3047,WEEKDAY,0
45,50,187,WEEKDAY,0
45,51,770,WEEKDAY,0
45,52,286,WEEKDAY,0
45,53,1947,WEEKDAY,0
45,54,517,WEEKDAY,0
47,2,176,WEEKDAY,0
47,4,1639,WEEKDAY,0
47,5,66,WEEKDAY,0
47,9,77,WEEKDAY,0
47,12,99,WEEKDAY,0
47,30,32879,WEEKDAY,0
47,34,55,WEEKDAY,0
47,36,33,WEEKDAY,0
47,47,6522,WEEKDAY,0
47,53,682,WEEKDAY,0
47,56,847,WEEKDAY,0
48,1,11,WEEKDAY,0
48,3,11,WEEKDAY,0
48,7,8030,WEEKDAY,0
48,11,1716,WEEKDAY,0
48,12,143,WEEKDAY,0
48,13,31449,WEEKDAY,0
48,14,1650,WEEKDAY,0
48,17,20240,WEEKDAY,0
48,19,6787,WEEKDAY,0
48,20,132,WEEKDAY,0
48,21,55,WEEKDAY,0
48,23,440,WEEKDAY,0
48,30,22,WEEKDAY,0
48,33,1650,WEEKDAY,0
48,40,2585,WEEKDAY,0
48,45,605,WEEKDAY,0
48,48,150278,WEEKDAY,0
48,51,11,WEEKDAY,0
48,53,33,WEEKDAY,0
48,54,11,WEEKDAY,0
50,1,33,WEEKDAY,0
50,2,462,WEEKDAY,0
50,3,2178,WEEKDAY,0
50,4,517,WEEKDAY,0
50,5,1859,WEEKDAY,0
50,9,495,WEEKDAY,0
50,10,385,WEEKDAY,0
50,11,33,WEEKDAY,0
50,12,231,WEEKDAY,0
50,17,22,WEEKDAY,0
50,19,11,WEEKDAY,0
50,20,132,WEEKDAY,0
50,21,132,WEEKDAY,0
50,23,396,WEEKDAY,0
50,25,44,WEEKDAY,0
50,26,242,WEEKDAY,0
50,28,33,WEEKDAY,0
50,29,550,WEEKDAY,0
50,30,231,WEEKDAY,0
50,32,396,WEEKDAY,0
50,33,33,WEEKDAY,0
50,34,121,WEEKDAY,0
50,37,22,WEEKDAY,0
50,41,1716,WEEKDAY,0
50,44,55,WEEKDAY,0
50,45,110,WEEKDAY,0
50,47,33,WEEKDAY,0
50,48,33,WEEKDAY,0
50,50,1045,WEEKDAY,0
50,51,297,WEEKDAY,0
50,52,253,WEEKDAY,0
50,53,132,WEEKDAY,0
50,54,33,WEEKDAY,0
51,1,264,WEEKDAY,0
51,2,77,WEEKDAY,0
51,3,22220,WEEKDAY,0
51,5,121,WEEKDAY,0
51,6,11,WEEKDAY,0
51,7,22,WEEKDAY,0
51,9,11,WEEKDAY,0
51,10,1661,WEEKDAY,0
