from,to,trips,DAY_TYPE,TIME_PER_HOUR
36,21,1397,WEEKDAY,9
36,25,14872,WEEKDAY,9
36,30,9097,WEEKDAY,9
36,36,1672,WEEKDAY,9
36,47,11,WEEKDAY,9
37,1,396,WEEKDAY,9
37,3,16412,WEEKDAY,9
37,4,770,WEEKDAY,9
37,5,176,WEEKDAY,9
37,7,5335,WEEKDAY,9
37,10,319,WEEKDAY,9
37,11,130570,WEEKDAY,9
37,12,1452,WEEKDAY,9
37,13,737,WEEKDAY,9
37,17,62073,WEEKDAY,9
37,19,253,WEEKDAY,9
37,20,1738,WEEKDAY,9
37,21,858,WEEKDAY,9
37,23,3751,WEEKDAY,9
37,26,135289,WEEKDAY,9
37,28,3355,WEEKDAY,9
37,29,12793,WEEKDAY,9
37,30,1364,WEEKDAY,9
37,32,10791,WEEKDAY,9
37,33,2585,WEEKDAY,9
37,34,253,WEEKDAY,9
37,37,110616,WEEKDAY,9
37,40,341,WEEKDAY,9
37,41,5126,WEEKDAY,9
37,44,121,WEEKDAY,9
37,45,52195,WEEKDAY,9
37,48,10923,WEEKDAY,9
37,50,2332,WEEKDAY,9
37,51,3729,WEEKDAY,9
37,52,8481,WEEKDAY,9
37,53,16027,WEEKDAY,9
37,54,2563,WEEKDAY,9
39,4,154,WEEKDAY,9
39,9,352,WEEKDAY,9
39,10,55,WEEKDAY,9
39,18,2728,WEEKDAY,9
39,34,209,WEEKDAY,9
39,39,107294,WEEKDAY,9
39,43,18194,WEEKDAY,9
39,44,22704,WEEKDAY,9
40,1,1188,WEEKDAY,9
40,7,52206,WEEKDAY,9
40,11,3179,WEEKDAY,9
40,13,39061,WEEKDAY,9
40,15,7865,WEEKDAY,9
40,16,818,WEEKDAY,9
40,17,5929,WEEKDAY,9
40,19,74503,WEEKDAY,9
40,20,3333,WEEKDAY,9
40,21,7524,WEEKDAY,9
40,23,11,WEEKDAY,9
40,25,10675,WEEKDAY,9
40,33,35431,WEEKDAY,9
40,37,770,WEEKDAY,9
40,40,445898,WEEKDAY,9
40,45,594,WEEKDAY,9
40,48,176209,WEEKDAY,9
41,1,3388,WEEKDAY,9
41,2,7986,WEEKDAY,9
41,3,392216,WEEKDAY,9
41,4,1628,WEEKDAY,9
41,5,72798,WEEKDAY,9
41,6,2277,WEEKDAY,9
41,9,803,WEEKDAY,9
41,10,116039,WEEKDAY,9
41,11,4026,WEEKDAY,9
41,12,7161,WEEKDAY,9
41,17,2321,WEEKDAY,9
41,18,154,WEEKDAY,9
41,20,1034,WEEKDAY,9
41,21,1287,WEEKDAY,9
41,23,4664,WEEKDAY,9
41,25,1166,WEEKDAY,9
41,26,24629,WEEKDAY,9
41,28,297,WEEKDAY,9
41,29,67595,WEEKDAY,9
41,30,594,WEEKDAY,9
41,32,13376,WEEKDAY,9
41,33,2255,WEEKDAY,9
41,34,21032,WEEKDAY,9
41,37,1331,WEEKDAY,9
41,41,1006687,WEEKDAY,9
41,42,66,WEEKDAY,9
41,44,4752,WEEKDAY,9
41,45,5401,WEEKDAY,9
41,47,143,WEEKDAY,9
41,48,176,WEEKDAY,9
41,50,45969,WEEKDAY,9
41,51,18700,WEEKDAY,9
41,52,2266,WEEKDAY,9
41,53,7062,WEEKDAY,9
41,54,17006,WEEKDAY,9
42,3,539,WEEKDAY,9
42,29,33,WEEKDAY,9
42,42,33,WEEKDAY,9
42,52,22,WEEKDAY,9
42,54,11,WEEKDAY,9
43,24,143,WEEKDAY,9
43,39,8184,WEEKDAY,9
43,43,113498,WEEKDAY,9
43,44,3971,WEEKDAY,9
44,1,396,WEEKDAY,9
44,2,34188,WEEKDAY,9
44,3,7469,WEEKDAY,9
44,4,9537,WEEKDAY,9
44,5,16049,WEEKDAY,9
44,6,704,WEEKDAY,9
44,9,62964,WEEKDAY,9
44,10,40986,WEEKDAY,9
44,11,1672,WEEKDAY,9
44,12,473,WEEKDAY,9
44,17,649,WEEKDAY,9
44,18,86867,WEEKDAY,9
44,22,4510,WEEKDAY,9
44,23,2673,WEEKDAY,9
44,24,271986,WEEKDAY,9
44,26,1639,WEEKDAY,9
44,29,9350,WEEKDAY,9
44,30,1089,WEEKDAY,9
44,32,1738,WEEKDAY,9
44,34,291764,WEEKDAY,9
44,39,27973,WEEKDAY,9
44,41,23188,WEEKDAY,9
44,43,3905,WEEKDAY,9
44,44,1859418,WEEKDAY,9
44,45,154,WEEKDAY,9
44,47,110,WEEKDAY,9
44,50,781,WEEKDAY,9
44,51,495,WEEKDAY,9
44,54,88,WEEKDAY,9
45,1,7568,WEEKDAY,9
45,2,3586,WEEKDAY,9
45,3,29458,WEEKDAY,9
45,4,1573,WEEKDAY,9
45,5,8613,WEEKDAY,9
45,6,649,WEEKDAY,9
45,7,539,WEEKDAY,9
45,9,1243,WEEKDAY,9
45,10,1243,WEEKDAY,9
45,11,181357,WEEKDAY,9
45,12,90508,WEEKDAY,9
45,13,572,WEEKDAY,9
45,16,396,WEEKDAY,9
45,17,26290,WEEKDAY,9
45,18,11,WEEKDAY,9
45,19,484,WEEKDAY,9
45,20,15213,WEEKDAY,9
45,21,21417,WEEKDAY,9
45,23,124916,WEEKDAY,9
45,25,10406,WEEKDAY,9
45,26,158125,WEEKDAY,9
45,28,2486,WEEKDAY,9
45,29,13728,WEEKDAY,9
45,30,2024,WEEKDAY,9
45,32,20108,WEEKDAY,9
45,33,6820,WEEKDAY,9
45,34,781,WEEKDAY,9
45,36,286,WEEKDAY,9
45,37,17688,WEEKDAY,9
45,40,77,WEEKDAY,9
45,41,5731,WEEKDAY,9
45,44,66,WEEKDAY,9
45,45,618457,WEEKDAY,9
45,47,33,WEEKDAY,9
45,48,14190,WEEKDAY,9
45,50,6006,WEEKDAY,9
45,51,27236,WEEKDAY,9
45,52,8525,WEEKDAY,9
45,53,122947,WEEKDAY,9
45,54,14476,WEEKDAY,9
47,2,1243,WEEKDAY,9
47,3,1056,WEEKDAY,9
47,4,20075,WEEKDAY,9
47,5,3872,WEEKDAY,9
47,6,3432,WEEKDAY,9
47,9,6776,WEEKDAY,9
47,12,814,WEEKDAY,9
47,18,44,WEEKDAY,9
47,26,638,WEEKDAY,9
47,30,120835,WEEKDAY,9
47,34,913,WEEKDAY,9
47,35,814,WEEKDAY,9
47,36,407,WEEKDAY,9
47,41,165,WEEKDAY,9
47,44,99,WEEKDAY,9
47,45,407,WEEKDAY,9
47,47,96580,WEEKDAY,9
47,50,143,WEEKDAY,9
47,51,99,WEEKDAY,9
47,53,1991,WEEKDAY,9
47,56,132,WEEKDAY,9
48,1,1056,WEEKDAY,9
48,2,33,WEEKDAY,9
48,3,1573,WEEKDAY,9
48,5,110,WEEKDAY,9
48,7,155705,WEEKDAY,9
48,9,429,WEEKDAY,9
48,11,51150,WEEKDAY,9
48,12,8734,WEEKDAY,9
48,13,118745,WEEKDAY,9
48,14,33011,WEEKDAY,9
48,15,3069,WEEKDAY,9
48,17,257554,WEEKDAY,9
48,19,29513,WEEKDAY,9
48,20,3179,WEEKDAY,9
48,21,7480,WEEKDAY,9
48,23,31647,WEEKDAY,9
48,25,21384,WEEKDAY,9
48,26,3696,WEEKDAY,9
48,28,1518,WEEKDAY,9
48,29,8668,WEEKDAY,9
48,30,22143,WEEKDAY,9
48,32,759,WEEKDAY,9
48,33,18370,WEEKDAY,9
48,36,352,WEEKDAY,9
48,37,16808,WEEKDAY,9
48,40,17523,WEEKDAY,9
48,41,176,WEEKDAY,9
48,45,21835,WEEKDAY,9
48,48,1908987,WEEKDAY,9
48,50,33,WEEKDAY,9
48,51,693,WEEKDAY,9
48,52,88,WEEKDAY,9
48,53,11627,WEEKDAY,9
48,54,704,WEEKDAY,9
50,1,902,WEEKDAY,9
50,2,1837,WEEKDAY,9
50,3,57266,WEEKDAY,9
50,4,1859,WEEKDAY,9
50,5,44462,WEEKDAY,9
50,6,143,WEEKDAY,9
50,7,396,WEEKDAY,9
50,9,517,WEEKDAY,9
50,10,3718,WEEKDAY,9
50,11,1364,WEEKDAY,9
50,12,4510,WEEKDAY,9
50,17,1144,WEEKDAY,9
50,20,308,WEEKDAY,9
50,21,539,WEEKDAY,9
50,23,2893,WEEKDAY,9
50,25,22,WEEKDAY,9
50,26,25300,WEEKDAY,9
50,28,3267,WEEKDAY,9
50,29,80135,WEEKDAY,9
50,30,385,WEEKDAY,9
50,32,35420,WEEKDAY,9
50,33,77,WEEKDAY,9
50,34,660,WEEKDAY,9
50,37,814,WEEKDAY,9
50,41,36300,WEEKDAY,9
50,42,385,WEEKDAY,9
50,44,253,WEEKDAY,9
50,45,2970,WEEKDAY,9
50,47,88,WEEKDAY,9
50,48,88,WEEKDAY,9
50,50,70389,WEEKDAY,9
50,51,8371,WEEKDAY,9
50,52,12991,WEEKDAY,9
50,53,6303,WEEKDAY,9
50,54,5379,WEEKDAY,9
51,1,858,WEEKDAY,9
51,2,275,WEEKDAY,9
51,3,152691,WEEKDAY,9
51,4,1111,WEEKDAY,9
51,5,913,WEEKDAY,9
51,6,121,WEEKDAY,9
51,7,275,WEEKDAY,9
51,9,693,WEEKDAY,9
51,10,2442,WEEKDAY,9
51,11,5786,WEEKDAY,9
51,12,3608,WEEKDAY,9
51,13,121,WEEKDAY,9
51,17,1727,WEEKDAY,9
51,19,121,WEEKDAY,9
51,20,264,WEEKDAY,9
51,21,814,WEEKDAY,9
51,23,2706,WEEKDAY,9
51,25,726,WEEKDAY,9
51,26,46244,WEEKDAY,9
51,28,418,WEEKDAY,9
51,29,8602,WEEKDAY,9
51,30,66,WEEKDAY,9
51,32,10615,WEEKDAY,9
51,33,649,WEEKDAY,9
51,34,726,WEEKDAY,9
51,36,11,WEEKDAY,9
51,37,1958,WEEKDAY,9
51,41,8998,WEEKDAY,9
51,42,1221,WEEKDAY,9
51,44,33,WEEKDAY,9
51,45,8767,WEEKDAY,9
51,47,11,WEEKDAY,9
51,48,121,WEEKDAY,9
51,50,1771,WEEKDAY,9
51,51,52921,WEEKDAY,9
51,52,1397,WEEKDAY,9
51,53,17413,WEEKDAY,9
51,54,27335,WEEKDAY,9
52,1,275,WEEKDAY,9
52,2,330,WEEKDAY,9
52,3,50270,WEEKDAY,9
52,5,5038,WEEKDAY,9
52,7,55,WEEKDAY,9
52,10,1056,WEEKDAY,9
52,11,396,WEEKDAY,9
52,12,3377,WEEKDAY,9
52,17,165,WEEKDAY,9
52,23,242,WEEKDAY,9
52,26,13299,WEEKDAY,9
52,28,3773,WEEKDAY,9
52,29,19052,WEEKDAY,9
52,32,31108,WEEKDAY,9
52,34,77,WEEKDAY,9
52,37,374,WEEKDAY,9
52,41,4345,WEEKDAY,9
52,44,176,WEEKDAY,9
52,45,2167,WEEKDAY,9
52,50,57519,WEEKDAY,9
52,51,10186,WEEKDAY,9
52,52,7953,WEEKDAY,9
52,53,6116,WEEKDAY,9
52,54,25762,WEEKDAY,9
53,1,4807,WEEKDAY,9
53,2,1078,WEEKDAY,9
53,3,19514,WEEKDAY,9
53,4,3399,WEEKDAY,9
53,5,3344,WEEKDAY,9
53,6,352,WEEKDAY,9
53,7,154,WEEKDAY,9
53,9,847,WEEKDAY,9
53,10,594,WEEKDAY,9
53,11,27445,WEEKDAY,9
53,12,49885,WEEKDAY,9
53,13,220,WEEKDAY,9
53,16,495,WEEKDAY,9
53,17,10021,WEEKDAY,9
53,19,374,WEEKDAY,9
53,20,2255,WEEKDAY,9
53,21,4840,WEEKDAY,9
53,23,14729,WEEKDAY,9
53,25,6446,WEEKDAY,9
53,26,57596,WEEKDAY,9
53,28,17556,WEEKDAY,9
53,29,9581,WEEKDAY,9
53,30,3234,WEEKDAY,9
53,32,11297,WEEKDAY,9
53,33,2123,WEEKDAY,9
53,34,440,WEEKDAY,9
53,36,407,WEEKDAY,9
53,37,14432,WEEKDAY,9
53,41,2717,WEEKDAY,9
53,45,98373,WEEKDAY,9
53,47,1562,WEEKDAY,9
53,48,5456,WEEKDAY,9
53,50,5291,WEEKDAY,9
53,51,8723,WEEKDAY,9
53,52,4884,WEEKDAY,9
53,53,93372,WEEKDAY,9
53,54,7656,WEEKDAY,9
53,56,154,WEEKDAY,9
54,1,385,WEEKDAY,9
54,2,88,WEEKDAY,9
54,3,25828,WEEKDAY,9
54,4,352,WEEKDAY,9
54,5,385,WEEKDAY,9
54,6,11,WEEKDAY,9
54,7,132,WEEKDAY,9
54,9,154,WEEKDAY,9
54,10,242,WEEKDAY,9
54,11,4675,WEEKDAY,9
54,12,2112,WEEKDAY,9
54,13,33,WEEKDAY,9
54,17,1419,WEEKDAY,9
54,19,22,WEEKDAY,9
54,20,110,WEEKDAY,9
54,21,242,WEEKDAY,9
54,23,704,WEEKDAY,9
54,25,99,WEEKDAY,9
54,26,39974,WEEKDAY,9
54,28,1452,WEEKDAY,9
54,29,9317,WEEKDAY,9
54,30,22,WEEKDAY,9
54,32,52096,WEEKDAY,9
54,33,396,WEEKDAY,9
54,34,143,WEEKDAY,9
54,37,286,WEEKDAY,9
54,41,3509,WEEKDAY,9
54,42,3201,WEEKDAY,9
54,44,121,WEEKDAY,9
54,45,7271,WEEKDAY,9
54,48,121,WEEKDAY,9
54,50,7909,WEEKDAY,9
54,51,18744,WEEKDAY,9
54,52,15785,WEEKDAY,9
54,53,14575,WEEKDAY,9
54,54,18919,WEEKDAY,9
55,26,1320,WEEKDAY,9
55,55,792,WEEKDAY,9
56,2,165,WEEKDAY,9
56,4,880,WEEKDAY,9
56,5,539,WEEKDAY,9
56,12,88,WEEKDAY,9
56,30,146355,WEEKDAY,9
56,34,3597,WEEKDAY,9
56,47,1419,WEEKDAY,9
56,53,1452,WEEKDAY,9
56,56,28259,WEEKDAY,9
1,1,502612,WEEKDAY,10
1,2,352,WEEKDAY,10
1,3,5137,WEEKDAY,10
1,5,9482,WEEKDAY,10
1,6,1969,WEEKDAY,10
1,7,1859,WEEKDAY,10
1,10,4037,WEEKDAY,10
1,11,6226,WEEKDAY,10
1,12,27360,WEEKDAY,10
1,13,869,WEEKDAY,10
1,14,132,WEEKDAY,10
1,16,1538,WEEKDAY,10
1,17,2783,WEEKDAY,10
1,19,4257,WEEKDAY,10
1,20,18986,WEEKDAY,10
1,21,108691,WEEKDAY,10
1,23,64977,WEEKDAY,10
1,25,6633,WEEKDAY,10
1,26,6160,WEEKDAY,10
1,28,2288,WEEKDAY,10
1,29,12705,WEEKDAY,10
1,32,3223,WEEKDAY,10
1,33,12342,WEEKDAY,10
1,34,2002,WEEKDAY,10
1,36,2167,WEEKDAY,10
1,37,22,WEEKDAY,10
1,40,649,WEEKDAY,10
1,41,2354,WEEKDAY,10
1,45,11671,WEEKDAY,10
1,48,3223,WEEKDAY,10
1,50,3157,WEEKDAY,10
1,51,4158,WEEKDAY,10
1,52,1243,WEEKDAY,10
1,53,15488,WEEKDAY,10
1,54,759,WEEKDAY,10
2,1,1298,WEEKDAY,10
2,2,594292,WEEKDAY,10
2,3,12771,WEEKDAY,10
2,4,31878,WEEKDAY,10
2,5,82863,WEEKDAY,10
2,6,1727,WEEKDAY,10
2,9,51206,WEEKDAY,10
2,10,52690,WEEKDAY,10
2,11,902,WEEKDAY,10
2,12,1573,WEEKDAY,10
2,17,1496,WEEKDAY,10
2,18,660,WEEKDAY,10
2,21,792,WEEKDAY,10
2,22,2377,WEEKDAY,10
2,23,9361,WEEKDAY,10
2,24,121,WEEKDAY,10
2,25,1661,WEEKDAY,10
2,26,2222,WEEKDAY,10
2,29,8118,WEEKDAY,10
2,30,10131,WEEKDAY,10
2,32,2123,WEEKDAY,10
2,34,102201,WEEKDAY,10
2,36,1045,WEEKDAY,10
2,39,44,WEEKDAY,10
2,41,20757,WEEKDAY,10
2,44,35937,WEEKDAY,10
2,45,6666,WEEKDAY,10
2,47,8184,WEEKDAY,10
2,50,2607,WEEKDAY,10
2,51,1353,WEEKDAY,10
2,53,2607,WEEKDAY,10
2,54,220,WEEKDAY,10
2,56,154,WEEKDAY,10
3,1,4114,WEEKDAY,10
3,2,3377,WEEKDAY,10
3,3,1154648,WEEKDAY,10
3,4,2365,WEEKDAY,10
3,5,13145,WEEKDAY,10
3,6,1716,WEEKDAY,10
3,7,363,WEEKDAY,10
3,9,1705,WEEKDAY,10
3,10,20680,WEEKDAY,10
3,11,14553,WEEKDAY,10
3,12,10615,WEEKDAY,10
3,13,528,WEEKDAY,10
3,16,319,WEEKDAY,10
3,17,8492,WEEKDAY,10
3,18,11,WEEKDAY,10
3,19,264,WEEKDAY,10
3,20,1309,WEEKDAY,10
3,21,2618,WEEKDAY,10
3,23,6006,WEEKDAY,10
3,25,2442,WEEKDAY,10
3,26,77561,WEEKDAY,10
3,28,4708,WEEKDAY,10
3,29,63800,WEEKDAY,10
3,30,1287,WEEKDAY,10
3,32,31053,WEEKDAY,10
3,33,1881,WEEKDAY,10
3,34,9999,WEEKDAY,10
3,36,121,WEEKDAY,10
3,37,4136,WEEKDAY,10
3,41,207020,WEEKDAY,10
3,42,23925,WEEKDAY,10
3,44,2640,WEEKDAY,10
3,45,24376,WEEKDAY,10
3,47,209,WEEKDAY,10
3,48,1012,WEEKDAY,10
3,50,39325,WEEKDAY,10
3,51,174735,WEEKDAY,10
3,52,19063,WEEKDAY,10
3,53,46717,WEEKDAY,10
3,54,42724,WEEKDAY,10
4,1,176,WEEKDAY,10
4,2,41096,WEEKDAY,10
4,3,8228,WEEKDAY,10
4,4,374187,WEEKDAY,10
4,5,53790,WEEKDAY,10
4,6,110,WEEKDAY,10
4,9,56276,WEEKDAY,10
4,10,14322,WEEKDAY,10
4,11,1892,WEEKDAY,10
4,12,17556,WEEKDAY,10
4,17,6149,WEEKDAY,10
4,18,11,WEEKDAY,10
4,21,88,WEEKDAY,10
4,22,77,WEEKDAY,10
4,23,6215,WEEKDAY,10
4,24,2574,WEEKDAY,10
4,25,8932,WEEKDAY,10
4,26,15609,WEEKDAY,10
4,28,3201,WEEKDAY,10
4,29,59895,WEEKDAY,10
4,30,29139,WEEKDAY,10
4,32,22671,WEEKDAY,10
4,34,14762,WEEKDAY,10
4,35,121,WEEKDAY,10
4,36,4301,WEEKDAY,10
4,37,1573,WEEKDAY,10
4,39,319,WEEKDAY,10
4,41,5489,WEEKDAY,10
4,44,13497,WEEKDAY,10
4,45,2992,WEEKDAY,10
4,47,2614,WEEKDAY,10
4,48,33,WEEKDAY,10
4,50,21395,WEEKDAY,10
4,51,5148,WEEKDAY,10
4,52,154,WEEKDAY,10
4,53,9042,WEEKDAY,10
4,54,1804,WEEKDAY,10
5,1,8987,WEEKDAY,10
5,2,53944,WEEKDAY,10
5,3,5027,WEEKDAY,10
5,4,7755,WEEKDAY,10
5,5,251460,WEEKDAY,10
5,6,4774,WEEKDAY,10
5,9,4433,WEEKDAY,10
5,10,55913,WEEKDAY,10
5,11,2288,WEEKDAY,10
5,12,17347,WEEKDAY,10
5,17,1089,WEEKDAY,10
5,18,99,WEEKDAY,10
5,19,132,WEEKDAY,10
5,20,935,WEEKDAY,10
5,21,4829,WEEKDAY,10
5,22,66,WEEKDAY,10
5,23,10604,WEEKDAY,10
5,25,1232,WEEKDAY,10
5,26,2761,WEEKDAY,10
5,28,429,WEEKDAY,10
5,29,28809,WEEKDAY,10
5,30,3179,WEEKDAY,10
5,32,6314,WEEKDAY,10
5,33,2431,WEEKDAY,10
5,34,10461,WEEKDAY,10
5,36,462,WEEKDAY,10
5,37,506,WEEKDAY,10
5,41,64064,WEEKDAY,10
5,44,7216,WEEKDAY,10
5,45,3927,WEEKDAY,10
5,47,1529,WEEKDAY,10
5,48,66,WEEKDAY,10
5,50,17303,WEEKDAY,10
5,51,3168,WEEKDAY,10
5,52,781,WEEKDAY,10
5,53,7689,WEEKDAY,10
5,54,1518,WEEKDAY,10
5,56,99,WEEKDAY,10
6,1,11594,WEEKDAY,10
6,2,275,WEEKDAY,10
6,3,1276,WEEKDAY,10
6,4,1287,WEEKDAY,10
6,5,3322,WEEKDAY,10
6,6,2838,WEEKDAY,10
6,9,616,WEEKDAY,10
6,10,616,WEEKDAY,10
6,11,44,WEEKDAY,10
6,12,1026,WEEKDAY,10
6,16,572,WEEKDAY,10
6,17,88,WEEKDAY,10
6,19,22,WEEKDAY,10
6,20,825,WEEKDAY,10
6,21,8349,WEEKDAY,10
6,23,1485,WEEKDAY,10
6,25,3542,WEEKDAY,10
6,29,22,WEEKDAY,10
6,32,11,WEEKDAY,10
6,33,583,WEEKDAY,10
6,34,946,WEEKDAY,10
6,36,242,WEEKDAY,10
6,41,836,WEEKDAY,10
6,44,154,WEEKDAY,10
6,47,778,WEEKDAY,10
6,50,715,WEEKDAY,10
7,1,594,WEEKDAY,10
7,3,275,WEEKDAY,10
7,7,37686,WEEKDAY,10
7,11,5170,WEEKDAY,10
7,12,363,WEEKDAY,10
7,13,47212,WEEKDAY,10
7,14,1067,WEEKDAY,10
7,15,2519,WEEKDAY,10
7,16,1540,WEEKDAY,10
7,17,36872,WEEKDAY,10
7,19,26598,WEEKDAY,10
7,20,1056,WEEKDAY,10
7,21,847,WEEKDAY,10
7,23,429,WEEKDAY,10
7,25,16907,WEEKDAY,10
7,26,1320,WEEKDAY,10
7,28,33,WEEKDAY,10
7,29,1056,WEEKDAY,10
7,30,2453,WEEKDAY,10
7,32,814,WEEKDAY,10
7,33,4763,WEEKDAY,10
7,36,88,WEEKDAY,10
7,37,3014,WEEKDAY,10
7,40,583,WEEKDAY,10
7,45,517,WEEKDAY,10
7,48,104731,WEEKDAY,10
7,50,33,WEEKDAY,10
7,51,473,WEEKDAY,10
7,52,231,WEEKDAY,10
7,53,88,WEEKDAY,10
7,54,77,WEEKDAY,10
9,2,48214,WEEKDAY,10
9,3,3784,WEEKDAY,10
9,4,162734,WEEKDAY,10
9,5,6996,WEEKDAY,10
9,6,8624,WEEKDAY,10
9,9,745249,WEEKDAY,10
9,10,1771,WEEKDAY,10
9,11,1320,WEEKDAY,10
9,12,2915,WEEKDAY,10
9,17,484,WEEKDAY,10
9,22,1177,WEEKDAY,10
9,23,319,WEEKDAY,10
9,24,20977,WEEKDAY,10
9,26,2805,WEEKDAY,10
9,28,264,WEEKDAY,10
9,29,25773,WEEKDAY,10
9,30,12584,WEEKDAY,10
9,32,8921,WEEKDAY,10
9,34,3784,WEEKDAY,10
9,35,979,WEEKDAY,10
9,36,33,WEEKDAY,10
9,39,539,WEEKDAY,10
9,41,1705,WEEKDAY,10
9,44,20515,WEEKDAY,10
9,45,1991,WEEKDAY,10
9,47,11457,WEEKDAY,10
9,48,473,WEEKDAY,10
9,50,1617,WEEKDAY,10
9,51,5357,WEEKDAY,10
9,53,2761,WEEKDAY,10
9,54,1639,WEEKDAY,10
9,56,77,WEEKDAY,10
10,1,4697,WEEKDAY,10
10,2,30624,WEEKDAY,10
10,3,33495,WEEKDAY,10
10,4,4719,WEEKDAY,10
10,5,82753,WEEKDAY,10
10,6,1243,WEEKDAY,10
10,9,1584,WEEKDAY,10
10,10,510059,WEEKDAY,10
10,11,3300,WEEKDAY,10
10,12,1804,WEEKDAY,10
10,17,1309,WEEKDAY,10
10,18,517,WEEKDAY,10
10,19,352,WEEKDAY,10
10,20,1089,WEEKDAY,10
10,21,1562,WEEKDAY,10
10,23,3421,WEEKDAY,10
10,26,3047,WEEKDAY,10
10,28,55,WEEKDAY,10
10,29,18755,WEEKDAY,10
10,30,187,WEEKDAY,10
10,32,4048,WEEKDAY,10
10,33,1397,WEEKDAY,10
10,34,96514,WEEKDAY,10
10,37,242,WEEKDAY,10
10,39,99,WEEKDAY,10
10,41,225522,WEEKDAY,10
10,44,21120,WEEKDAY,10
10,45,1573,WEEKDAY,10
10,50,6545,WEEKDAY,10
10,51,7876,WEEKDAY,10
10,52,44,WEEKDAY,10
10,53,3410,WEEKDAY,10
10,54,1452,WEEKDAY,10
11,1,2739,WEEKDAY,10
11,2,605,WEEKDAY,10
11,3,26631,WEEKDAY,10
11,4,1859,WEEKDAY,10
11,5,5841,WEEKDAY,10
11,6,187,WEEKDAY,10
11,7,3707,WEEKDAY,10
11,9,462,WEEKDAY,10
11,10,3135,WEEKDAY,10
11,11,727210,WEEKDAY,10
11,12,13918,WEEKDAY,10
11,13,4037,WEEKDAY,10
11,14,1155,WEEKDAY,10
11,17,164127,WEEKDAY,10
11,18,55,WEEKDAY,10
11,19,4213,WEEKDAY,10
11,20,35783,WEEKDAY,10
11,21,16797,WEEKDAY,10
11,23,71434,WEEKDAY,10
11,25,2321,WEEKDAY,10
11,26,75625,WEEKDAY,10
11,28,1980,WEEKDAY,10
11,29,5907,WEEKDAY,10
11,30,2079,WEEKDAY,10
11,32,3685,WEEKDAY,10
11,33,39996,WEEKDAY,10
11,34,1012,WEEKDAY,10
11,37,124201,WEEKDAY,10
11,40,1331,WEEKDAY,10
11,41,4378,WEEKDAY,10
11,44,1210,WEEKDAY,10
11,45,139964,WEEKDAY,10
11,48,26158,WEEKDAY,10
11,50,2904,WEEKDAY,10
11,51,21604,WEEKDAY,10
11,52,3542,WEEKDAY,10
11,53,27621,WEEKDAY,10
11,54,6853,WEEKDAY,10
12,1,16016,WEEKDAY,10
12,2,3058,WEEKDAY,10
12,3,15840,WEEKDAY,10
12,4,4895,WEEKDAY,10
12,5,11627,WEEKDAY,10
12,6,3696,WEEKDAY,10
12,9,726,WEEKDAY,10
12,10,1551,WEEKDAY,10
12,11,11737,WEEKDAY,10
12,12,190787,WEEKDAY,10
12,13,638,WEEKDAY,10
12,16,495,WEEKDAY,10
12,17,3289,WEEKDAY,10
12,18,33,WEEKDAY,10
12,19,77,WEEKDAY,10
12,20,1001,WEEKDAY,10
12,21,7964,WEEKDAY,10
12,23,77363,WEEKDAY,10
12,25,1760,WEEKDAY,10
12,26,36718,WEEKDAY,10
12,28,23738,WEEKDAY,10
12,29,59741,WEEKDAY,10
12,30,990,WEEKDAY,10
12,32,11231,WEEKDAY,10
12,33,946,WEEKDAY,10
12,34,935,WEEKDAY,10
12,36,660,WEEKDAY,10
12,37,1925,WEEKDAY,10
12,41,5973,WEEKDAY,10
12,44,297,WEEKDAY,10
12,45,102003,WEEKDAY,10
12,47,110,WEEKDAY,10
12,48,2849,WEEKDAY,10
12,50,17688,WEEKDAY,10
12,51,11011,WEEKDAY,10
12,52,3509,WEEKDAY,10
12,53,66605,WEEKDAY,10
12,54,6842,WEEKDAY,10
13,1,1793,WEEKDAY,10
13,3,363,WEEKDAY,10
13,7,63910,WEEKDAY,10
13,11,6314,WEEKDAY,10
13,12,1408,WEEKDAY,10
13,13,638011,WEEKDAY,10
13,14,33,WEEKDAY,10
13,15,1496,WEEKDAY,10
13,17,20658,WEEKDAY,10
13,19,26543,WEEKDAY,10
13,20,10725,WEEKDAY,10
13,21,4037,WEEKDAY,10
13,23,1925,WEEKDAY,10
13,25,12738,WEEKDAY,10
13,26,1452,WEEKDAY,10
13,28,231,WEEKDAY,10
13,29,2222,WEEKDAY,10
13,32,231,WEEKDAY,10
13,33,35959,WEEKDAY,10
13,37,2002,WEEKDAY,10
13,40,7612,WEEKDAY,10
13,45,671,WEEKDAY,10
13,48,179228,WEEKDAY,10
13,51,440,WEEKDAY,10
13,52,22,WEEKDAY,10
13,53,121,WEEKDAY,10
13,54,176,WEEKDAY,10
14,11,2849,WEEKDAY,10
14,12,44,WEEKDAY,10
14,13,4059,WEEKDAY,10
14,14,2420,WEEKDAY,10
14,15,209,WEEKDAY,10
14,17,1991,WEEKDAY,10
14,19,3344,WEEKDAY,10
14,20,198,WEEKDAY,10
14,21,297,WEEKDAY,10
14,23,1166,WEEKDAY,10
14,30,2453,WEEKDAY,10
14,33,3179,WEEKDAY,10
14,40,2233,WEEKDAY,10
14,45,187,WEEKDAY,10
14,48,3069,WEEKDAY,10
15,7,4862,WEEKDAY,10
15,13,1705,WEEKDAY,10
